1552068603,https://www.f-secure.com,NOT OK,0.043522
1552068609,https://google.com,OK,0.201101
1552068615,https://yle.fi/news,OK,0.149448
1552068615,https://farid.fi/news,ConnectionTimeOut,NA
1552068615,https://www.f-secure.com/farid,HTTP error,NA
1552068622,https://www.gov.au,OK,1.817118
1552068688,https://www.f-secure.com,NOT OK,0.081156
1552068693,https://google.com,OK,0.153246
1552068699,https://yle.fi/news,OK,0.118051
1552068699,https://farid.fi/news,ConnectionTimeOut,NA
1552068701,https://www.f-secure.com/farid,HTTP error,NA
1552068706,https://www.gov.au,OK,0.341095
1552068772,https://www.f-secure.com,NOT OK,0.051141
1552068777,https://google.com,OK,0.161406
1552068783,https://yle.fi/news,OK,0.137083
1552068783,https://farid.fi/news,ConnectionTimeOut,NA
1552068784,https://www.f-secure.com/farid,HTTP error,NA
1552068789,https://www.gov.au,OK,0.14806
1552068854,https://www.f-secure.com,NOT OK,0.048437
1552068860,https://google.com,OK,0.17383
1552068866,https://yle.fi/news,OK,0.172549
1552068866,https://farid.fi/news,ConnectionTimeOut,NA
1552068866,https://www.f-secure.com/farid,HTTP error,NA
1552068871,https://www.gov.au,OK,0.208297
